spelling	coltheart.N	OLD20	celex.frequency	celex.cd	celex.frequency.lemma	subtlex.frequency	subtlex.cd	subtlex.frequency.lemma	subtlex.frequency.million	subtlex.log10.frequency	subtlex.cd.percentage	subtlex.log10.cd	subtlex.dominant.pos	subtlex.dominant.pos.frequency	subtlex.dominant.pos.lemma	subtlex.dominant.pos.lemma.frequency	subtlex.all.pos	subtlex.all.pos.frequency	subtlex.all.pos.lemma.frequency	summed.monogram	summed.bigram	summed.trigram	stress	nchar	nsyl	celex.morphology	celex.flection	celex.synclass
maneel	4	1.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3259146	175267	20759	NA	NA	NA	NA	NA	NA
manen	18	1	299	124	3112	120	94	140	2.7441	2.0828	1.1648	1.9777	N	108	manen	108	.N.WW.	.108.12.	.108.32.	2777860	300470	82747	10	5	2	monomorphemic	infinitive.plural.plural present	Noun.Verb
mang	17	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2013416	102931	17814	NA	NA	NA	NA	NA	NA
manga	3	1.8	0	0	0	1	1	1	0.0229	0.301	0.0124	0.301	N	1	manga	1	.N.	.1.	.1.	2244189	96134	10437	10	5	2	undetermined	singular	Noun
manga's	1	1.95	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2447434	128649	12396	10	7	2	undetermined	plural	Noun
mangen	13	1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2902156	368819	106731	NA	NA	NA	NA	NA	NA
mango	3	1.85	28	12	52	54	39	76	1.2349	1.7404	0.4833	1.6021	N	45	mango	67	.N.SPEC.WW.	.45.8.1.	.67.8.1.	2217324	92100	10244	10	5	2	monomorphemic	singular	Noun
mango's	3	1.95	24	10	52	24	17	69	0.5488	1.3979	0.2107	1.2553	N	22	mango	67	.N.SPEC.	.22.2.	.67.2.	2420569	126277	11971	10	7	2	monomorphemic	plural	Noun
mangs	6	1.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2215225	132477	15436	NA	NA	NA	NA	NA	NA
manie	6	1.6	52	28	55	22	11	24	0.5031	1.3617	0.1363	1.0792	N	13	manie	15	.N.SPEC.	.13.9.	.15.9.	2720775	172701	13876	1	5	2	complex	singular	Noun
manier	2	1.8	14107	683	15877	11256	4958	12699	257.4011	4.0514	61.4374	3.6954	N	11256	manier	12699	.N.	.11256.	.12699.	2986444	251984	32860	1	6	2	monomorphemic	singular	Noun
mank	13	1.15	99	79	188	113	90	171	2.5841	2.0569	1.1152	1.959	ADJ	106	mank	133	.ADJ.N.WW.	.106.5.2.	.133.32.6.	1991069	74716	8593	1	4	1	monomorphemic	positive.singular 1p present.singular 2p present inversed	Adjective.Verb
manke	6	1.55	62	40	161	58	41	169	1.3263	1.7709	0.5081	1.6232	ADJ	27	mank	133	.ADJ.N.SPEC.WW.	.27.27.3.1.	.133.32.3.1.	2596895	161728	12018	10	5	2	monomorphemic	positive suffix-e	Adjective
mankeert	2	1.85	220	114	462	1061	817	1357	24.2628	3.0261	10.1239	2.9128	WW	1061	mankeren	1357	.WW.	.1061.	.1357.	3698963	300818	38204	1	8	2	complex	singular 2p present.singular 3p present	Verb
mankiers	1	1.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3290202	282558	37994	NA	NA	NA	NA	NA	NA
mankracht	0	2.6	199	100	199	101	90	105	2.3097	2.0086	1.1152	1.959	N	101	mankracht	105	.N.	.101.	.105.	2855608	196605	37446	10	9	2	complex	singular	Noun
manlijk	2	1.85	51	13	142	4	4	9	0.0915	0.699	0.0496	0.699	ADJ	4	manlijk	9	.ADJ.	.4.	.9.	2417305	130505	22770	10	7	2	complex	positive	Adjective
manmaak	1	1.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2528734	126738	11955	NA	NA	NA	NA	NA	NA
mannen	13	1.25	12544	558	50452	16630	4916	16631	380.2932	4.2209	60.917	3.6917	N	16612	mannen	16612	.N.WW.ADJ.SPEC.	.16612.8.8.2.	.16612.8.8.3.	3060774	305730	85821	10	6	2	monomorphemic	infinitive.plural.plural present	Noun.Verb
manoel	2	1.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2857228	149821	14540	NA	NA	NA	NA	NA	NA
manplicht	0	2.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2726924	189891	29498	NA	NA	NA	NA	NA	NA
mantel	4	1.75	662	217	775	202	120	219	4.6193	2.3075	1.487	2.0828	N	202	mantel	219	.N.	.202.	.219.	2883893	210276	28948	10	6	2	monomorphemic	singular	Noun
mantels	1	1.9	91	58	775	17	16	219	0.3888	1.2553	0.1983	1.2304	N	17	mantel	219	.N.	.17.	.219.	3085702	240850	30394	10	7	2	monomorphemic	plural	Noun
mantje	7	1.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2767552	163457	21219	NA	NA	NA	NA	NA	NA
mantjes	7	1.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2969361	155752	31233	NA	NA	NA	NA	NA	NA
map	24	1	298	95	385	198	128	227	4.5278	2.2989	1.5861	2.1106	N	195	map	224	.N.SPEC.	.195.3.	.224.3.	1691710	36457	4300	1	3	1	monomorphemic	singular	Noun
mapen	14	1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2580450	273085	81480	NA	NA	NA	NA	NA	NA
maplex	0	2.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2458292	71244	5114	NA	NA	NA	NA	NA	NA
mapo	1	1.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1895618	39876	3850	NA	NA	NA	NA	NA	NA
mapo's	1	1.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2098863	74053	5580	NA	NA	NA	NA	NA	NA
mappel	4	1.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2541414	117369	19389	NA	NA	NA	NA	NA	NA
mappen	12	1.4	87	48	385	21	19	224	0.4802	1.3424	0.2354	1.301	N	21	map	224	.N.	.21.	.224.	2665954	278346	86657	10	6	2	monomorphemic	plural	Noun
mapt	13	1.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1922283	70628	5584	NA	NA	NA	NA	NA	NA
mar	20	1	86	30	96	63	45	63	1.4407	1.8062	0.5576	1.6628	SPEC	46	mar	46	.SPEC.N.	.46.17.	.46.17.	1871875	73366	6262	1	3	1	monomorphemic	singular 1p present.singular 2p present inversed	Verb
marbent	0	2.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3054184	273295	16922	NA	NA	NA	NA	NA	NA
marbut	0	2.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2247793	95710	6184	NA	NA	NA	NA	NA	NA
marcast	1	2.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2601375	154363	18319	NA	NA	NA	NA	NA	NA
mard	12	1.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2033666	100343	12845	NA	NA	NA	NA	NA	NA
mare	15	1	100	39	104	26	15	26	0.5946	1.4314	0.1859	1.2041	SPEC	26	mare	26	.SPEC.	.26.	.26.	2477701	162071	14097	10	4	2	monomorphemic	singular	Noun
maren	22	1	16	13	116	51	17	51	1.1663	1.716	0.2107	1.2553	SPEC	20	maren	20	.SPEC.N.WW.	.20.17.14.	.20.17.14.	2760615	316379	92590	10	5	2	monomorphemic	infinitive.plural	Noun.Verb
maret	7	1.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2708274	147428	9606	NA	NA	NA	NA	NA	NA
marfuch	0	3.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2135988	94168	7740	NA	NA	NA	NA	NA	NA
marfuets	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3036672	114297	7647	NA	NA	NA	NA	NA	NA
marg	8	1.45	NA	NA	NA	1	1	1	0.0229	0.301	0.0124	0.301	SPEC	1	marg	1	.SPEC.	.1.	.1.	1996171	68849	4970	NA	NA	NA	NA	NA	NA
marge	1	1.85	228	124	320	174	79	186	3.979	2.243	0.9789	1.9031	SPEC	91	marge	91	.SPEC.N.ADJ.	.91.82.1.	.91.94.1.	2601997	180429	10646	10	5	2	monomorphemic	singular	Noun
marges	0	1.95	92	54	320	12	10	94	0.2744	1.1139	0.1239	1.0414	N	12	marge	94	.N.	.12.	.94.	2803806	172724	21143	10	6	2	monomorphemic	plural	Noun
margje	1	1.9	66	2	66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2644030	132772	9104	NA	NA	NA	NA	NA	NA
margjes	0	1.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2845839	125067	19118	NA	NA	NA	NA	NA	NA
margriet	2	2.7	54	27	105	5	3	12	0.1143	0.7782	0.0372	0.6021	N	3	margriet	10	.N.SPEC.	.3.2.	.10.2.	3324068	177938	14347	1	8	2	irrelevant.monomorphemic	singular	Noun
mark	11	1.25	173	105	212	1439	350	1469	32.9069	3.1584	4.3371	2.5453	SPEC	1336	mark	1336	.SPEC.N.	.1336.103.	.1336.133.	1973824	63710	6091	1	4	1	monomorphemic	singular	Noun
markant	0	2	43	27	174	2	2	6	0.0457	0.4771	0.0248	0.4771	ADJ	2	markant	6	.ADJ.	.2.	.6.	2718084	153565	14606	1	7	2	undetermined	positive	Adjective
marken	16	1	66	41	239	43	27	147	0.9833	1.6435	0.3346	1.4472	N	29	mark	133	.N.SPEC.	.29.14.	.133.14.	2862564	305030	88911	10	6	2	irrelevant.monomorphemic	plural.singular	Noun
marker	6	1.55	4	2	4	10	5	13	0.2287	1.0414	0.062	0.7782	N	10	marker	13	.N.	.10.	.13.	2845319	230005	33597	10	6	2	undetermined	singular	Noun
markers	5	1.65	0	0	4	3	3	13	0.0686	0.6021	0.0372	0.6021	N	3	marker	13	.N.	.3.	.13.	3047128	259179	38574	10	7	2	undetermined	plural	Noun
markies	0	2	187	49	207	90	36	91	2.0581	1.959	0.4461	1.5682	N	73	markies	74	.N.SPEC.	.73.17.	.74.17.	3007288	155390	19662	1	7	2	undetermined	singular	Noun
markruit	0	2.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2778244	146265	24221	NA	NA	NA	NA	NA	NA
markt	6	1.6	2564	391	2869	832	609	876	19.0261	2.9206	7.5465	2.7853	N	830	markt	874	.N.WW.SPEC.	.830.1.1.	.874.1.1.	2204397	98631	8161	1	5	1	monomorphemic	singular.singular 1p present.singular 2p present.singular 2p present inversed.singular 3p present	Noun.Verb
markten	4	1.65	305	98	2869	44	41	874	1.0062	1.6532	0.5081	1.6232	N	44	markt	874	.N.	.44.	.874.	3093137	356432	100155	10	7	2	monomorphemic	infinitive.plural.plural present	Noun.Verb
marktplein	0	3.5	119	67	123	10	8	12	0.2287	1.0414	0.0991	0.9542	N	10	marktplein	12	.N.	.10.	.12.	3562844	238877	13471	10	10	2	complex	singular	Noun
marlin	1	1.85	NA	NA	NA	75	12	75	1.7151	1.8808	0.1487	1.1139	SPEC	75	marlin	75	.SPEC.	.75.	.75.	2538992	198757	13304	NA	NA	NA	NA	NA	NA
marmer	5	1.6	285	130	308	86	67	87	1.9666	1.9395	0.8302	1.8325	N	86	marmer	87	.N.	.86.	.87.	2819489	223013	30137	10	6	2	monomorphemic	singular.singular 1p present.singular 2p present inversed	Noun.Verb
marmers	6	1.65	0	0	285	1	1	87	0.0229	0.301	0.0124	0.301	N	1	marmer	87	.N.	.1.	.87.	3021298	252187	35114	10	7	2	monomorphemic	plural	Noun
marmot	0	1.95	30	19	44	19	11	25	0.4345	1.301	0.1363	1.0792	N	12	marmot	18	.N.SPEC.WW.	.12.4.3.	.18.4.3.	2382475	104383	8037	1	6	2	monomorphemic	singular	Noun
marmpje	1	1.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2681357	139078	10801	NA	NA	NA	NA	NA	NA
marmpjes	2	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2883166	131373	20815	NA	NA	NA	NA	NA	NA
maroos	0	1.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2481500	138006	10339	NA	NA	NA	NA	NA	NA
marqué	0	2.95	7	6	72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1955091	49425	4627	1	8	2	undetermined	singular	Noun
marqués	0	2.85	65	8	72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2156900	82677	4628	1	9	2	undetermined	plural	Noun
marrees	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3551005	193161	22203	NA	NA	NA	NA	NA	NA
marrel	8	1.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2901744	158423	13824	NA	NA	NA	NA	NA	NA
marron	2	1.85	0	0	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2624366	181980	10437	1	6	2	undetermined	singular	Noun
marrons	1	2.1	49	4	49	1	1	1	0.0229	0.301	0.0124	0.301	N	1	marron	1	.N.	.1.	.1.	2826175	153296	13725	1	7	2	undetermined	plural	Noun
mars	17	1.1	808	150	838	904	374	920	20.6726	2.9566	4.6344	2.574	SPEC	648	mars	648	.SPEC.N.	.648.256.	.648.272.	2073684	102540	16064	NA	NA	NA	NA	NA	NA
marsen	9	1.5	30	25	118	15	13	272	0.343	1.2041	0.1611	1.1461	N	15	mars	272	.N.	.15.	.272.	2962424	308764	83060	10	6	2	monomorphemic	plural	Noun
marsten	5	1.65	NA	NA	NA	43	2	43	0.9833	1.6435	0.0248	0.4771	SPEC	31	marsten	31	.SPEC.N.	.31.12.	.31.12.	3192997	418041	122043	NA	NA	NA	NA	NA	NA
marten	16	1	83	10	83	2	2	2	0.0457	0.4771	0.0248	0.4771	SPEC	1	marten	1	.SPEC.N.	.1.1.	.1.1.	2991188	355200	100916	NA	NA	NA	NA	NA	NA
marter	8	1.5	33	11	52	2	2	5	0.0457	0.4771	0.0248	0.4771	N	2	marter	5	.N.	.2.	.5.	2973943	280175	48471	10	6	2	monomorphemic	singular	Noun
marters	5	1.65	19	8	52	3	1	5	0.0686	0.6021	0.0124	0.301	N	3	marter	5	.N.	.3.	.5.	3175752	309349	53448	10	7	2	monomorphemic	plural	Noun
martje	4	1.75	74	4	74	1	1	1	0.0229	0.301	0.0124	0.301	SPEC	1	martje	1	.SPEC.	.1.	.1.	2750307	147404	19674	NA	NA	NA	NA	NA	NA
martjes	5	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2952116	139699	29688	NA	NA	NA	NA	NA	NA
martoel	0	2.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3070556	162127	19853	NA	NA	NA	NA	NA	NA
marve	7	1.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2540069	151593	6458	NA	NA	NA	NA	NA	NA
marven	9	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2822983	305901	81365	NA	NA	NA	NA	NA	NA
marver	3	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2805738	230876	46630	NA	NA	NA	NA	NA	NA
marxist	0	2.55	105	59	379	12	9	21	0.2744	1.1139	0.1115	1	SPEC	7	marxist	7	.SPEC.N.	.7.5.	.7.14.	2532468	160787	18771	1	7	2	irrelevant	singular	Noun
mas	26	1	NA	NA	NA	13	12	13	0.2973	1.1461	0.1487	1.1139	SPEC	7	mas	7	.SPEC.N.ADJ.	.7.5.1.	.7.5.1.	1808015	67858	4901	NA	NA	NA	NA	NA	NA
maseers	3	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3487145	264005	47359	NA	NA	NA	NA	NA	NA
masjes	10	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2657683	107087	19035	NA	NA	NA	NA	NA	NA
masker	4	1.55	593	193	817	841	422	1035	19.2319	2.9253	5.2292	2.6263	N	833	masker	1027	.N.SPEC.ADJ.	.833.6.2.	.1027.6.2.	2781459	211281	30886	10	6	2	monomorphemic	singular.singular 1p present.singular 2p present inversed	Noun.Verb
maskers	4	1.7	160	83	764	193	154	1027	4.4135	2.2878	1.9083	2.1903	N	193	masker	1027	.N.	.193.	.1027.	2983268	240455	35863	10	7	2	monomorphemic	plural	Noun
maspel	4	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2657719	127360	17232	NA	NA	NA	NA	NA	NA
maspels	2	1.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2859528	157934	18678	NA	NA	NA	NA	NA	NA
masper	5	1.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2765014	213312	31491	NA	NA	NA	NA	NA	NA
maspers	4	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2966823	242486	36468	NA	NA	NA	NA	NA	NA
massa	3	1.85	2023	403	2424	401	321	598	9.17	2.6042	3.9777	2.5079	N	387	massa	584	.N.SPEC.	.387.14.	.584.14.	2240597	51375	6872	10	5	2	monomorphemic	singular	Noun
massa's	1	2	401	176	2424	198	172	585	4.5278	2.2989	2.1314	2.238	N	197	massa	584	.N.SPEC.	.197.1.	.584.1.	2443842	83890	8871	10	7	2	monomorphemic	plural	Noun
massaal	1	2.2	222	135	697	46	46	112	1.0519	1.6721	0.57	1.6721	ADJ	46	massaal	112	.ADJ.	.46.	.112.	2629744	111592	12776	1	7	2	complex	positive	Adjective
massen	19	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2898564	282715	86340	NA	NA	NA	NA	NA	NA
massief	1	2.35	189	104	487	88	79	115	2.0124	1.9494	0.9789	1.9031	ADJ	88	massief	115	.ADJ.	.88.	.115.	2885719	96127	11804	1	7	2	undetermined	positive.singular	Adjective.Noun
masso's	2	2.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2416977	81942	8255	NA	NA	NA	NA	NA	NA
mast	22	1	138	68	223	90	57	110	2.0581	1.959	0.7063	1.7634	N	90	mast	110	.N.	.90.	.110.	2038588	125558	16879	1	4	1	monomorphemic	singular.singular 1p present.singular 2p present.singular 2p present inversed.singular 3p present	Noun.Verb
masteef	0	2.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3294480	208944	34653	NA	NA	NA	NA	NA	NA
masten	17	1	85	54	223	21	15	111	0.4802	1.3424	0.1859	1.2041	N	20	mast	110	.N.SPEC.	.20.1.	.110.1.	2927328	383359	118553	10	6	2	monomorphemic	infinitive.plural.plural present	Noun.Verb
mastiek	2	1.85	63	5	63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2972192	177626	25721	1	7	2	undetermined	singular.singular 1p present.singular 2p present inversed	Noun.Verb
masuur	3	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2238382	74990	8388	NA	NA	NA	NA	NA	NA
mat	23	1	548	203	2217	157	121	708	3.5903	2.1987	1.4994	2.0864	N	135	mat	178	.N.SPEC.WW.ADJ.	.135.10.9.3.	.178.13.505.12.	1836779	77025	6860	1	3	1	monomorphemic	positive.singular.singular 1p present.singular 2p present.singular 2p present inversed.singular 3p present.singular past	Adjective.Noun.Verb
match	2	1.85	28	22	37	156	106	165	3.5674	2.1959	1.3135	2.0294	N	150	match	158	.N.SPEC.	.150.6.	.158.7.	1974303	83572	6748	1	5	1	monomorphemic	singular	Noun
matchen	2	2.1	2	2	37	7	6	161	0.1601	0.9031	0.0743	0.8451	N	5	match	158	.N.WW.	.5.2.	.158.3.	2863043	321438	82329	10	7	2	monomorphemic	plural	Noun
matches	2	2.3	7	5	37	4	4	165	0.0915	0.699	0.0496	0.699	N	3	match	158	.N.SPEC.	.3.1.	.158.7.	2781938	159425	21729	10	7	2	monomorphemic	plural	Noun
mate	8	1.2	6583	593	6583	168	155	168	3.8418	2.2279	1.9207	2.1931	N	168	mate	168	.N.	.168.	.168.	2442605	180518	21556	10	4	2	undetermined	singular	Noun
maten	17	1	443	197	3163	490	403	3487	11.2053	2.6911	4.9938	2.6064	N	487	maat	3484	.N.SPEC.ADJ.	.487.2.1.	.3484.2.1.	2725519	334826	98779	10	5	2	monomorphemic	plural.plural past	Noun.Verb
matglas	0	2.65	50	37	50	1	1	1	0.0229	0.301	0.0124	0.301	N	1	matglas	1	.N.	.1.	.1.	2552031	112885	8785	10	7	2	complex	singular	Noun
matig	1	1.8	344	162	773	47	47	73	1.0748	1.6812	0.5824	1.6812	ADJ	47	matig	73	.ADJ.	.47.	.73.	2186904	105159	19627	10	5	2	complex.undetermined	positive.singular 1p present.singular 2p present inversed	Adjective.Verb
matje	11	1.3	102	69	359	34	33	34	0.7775	1.5441	0.4089	1.5315	N	34	matje	34	.N.	.34.	.34.	2484638	127030	15314	10	5	2	lexicalised.monomorphemic	singular diminutive	Noun
